date,country,SiteName,Technology,updatedby,updatetime,Volume,fromfile
2024-03-09,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4094.0,gas_fr_plants
2024-03-10,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5183.0,gas_fr_plants
2024-03-11,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3666.0,gas_fr_plants
2024-03-12,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3707.0,gas_fr_plants
2024-03-13,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6135.0,gas_fr_plants
2024-03-14,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3361.0,gas_fr_plants
2024-03-15,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5791.0,gas_fr_plants
2024-03-16,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4791.0,gas_fr_plants
2024-03-17,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6399.0,gas_fr_plants
2024-03-18,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3256.0,gas_fr_plants
2024-03-19,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6084.0,gas_fr_plants
2024-03-20,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4478.0,gas_fr_plants
2024-03-21,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3122.0,gas_fr_plants
2024-03-22,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3612.0,gas_fr_plants
2024-03-23,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5584.0,gas_fr_plants
2024-03-24,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4026.0,gas_fr_plants
2024-03-25,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6371.0,gas_fr_plants
2024-03-26,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5205.0,gas_fr_plants
2024-03-27,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5342.0,gas_fr_plants
2024-03-28,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3464.0,gas_fr_plants
2024-03-29,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3785.0,gas_fr_plants
2024-03-30,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4324.0,gas_fr_plants
2024-03-31,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6265.0,gas_fr_plants
2024-04-01,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6970.0,gas_fr_plants
2024-04-02,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4795.0,gas_fr_plants
2024-04-03,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6663.0,gas_fr_plants
2024-04-04,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5778.0,gas_fr_plants
2024-04-05,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3848.0,gas_fr_plants
2024-04-06,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4987.0,gas_fr_plants
2024-04-07,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4348.0,gas_fr_plants
2024-04-08,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4338.0,gas_fr_plants
2024-04-09,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3292.0,gas_fr_plants
2024-04-10,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6542.0,gas_fr_plants
2024-04-11,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3235.0,gas_fr_plants
2024-04-12,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3417.0,gas_fr_plants
2024-04-13,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3571.0,gas_fr_plants
2024-04-14,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5242.0,gas_fr_plants
2024-04-15,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3903.0,gas_fr_plants
2024-04-16,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4792.0,gas_fr_plants
2024-04-17,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5785.0,gas_fr_plants
2024-04-18,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5605.0,gas_fr_plants
2024-04-19,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5915.0,gas_fr_plants
2024-04-20,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5112.0,gas_fr_plants
2024-04-21,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4419.0,gas_fr_plants
2024-04-22,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5840.0,gas_fr_plants
2024-04-23,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5553.0,gas_fr_plants
2024-04-24,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5016.0,gas_fr_plants
2024-04-25,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4491.0,gas_fr_plants
2024-04-26,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5332.0,gas_fr_plants
2024-04-27,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5812.0,gas_fr_plants
2024-04-28,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4692.0,gas_fr_plants
2024-04-29,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6016.0,gas_fr_plants
2024-04-30,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4345.0,gas_fr_plants
2024-05-01,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6812.0,gas_fr_plants
2024-05-02,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3929.0,gas_fr_plants
2024-05-03,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6339.0,gas_fr_plants
2024-05-04,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4372.0,gas_fr_plants
2024-05-05,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6898.0,gas_fr_plants
2024-05-06,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6373.0,gas_fr_plants
2024-05-07,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4871.0,gas_fr_plants
2024-05-08,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6698.0,gas_fr_plants
2024-05-09,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3382.0,gas_fr_plants
2024-05-10,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5369.0,gas_fr_plants
2024-05-11,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4198.0,gas_fr_plants
2024-05-12,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3191.0,gas_fr_plants
2024-05-13,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4577.0,gas_fr_plants
2024-05-14,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5487.0,gas_fr_plants
2024-05-15,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3744.0,gas_fr_plants
2024-05-16,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6634.0,gas_fr_plants
2024-05-17,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3059.0,gas_fr_plants
2024-05-18,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5242.0,gas_fr_plants
2024-05-19,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6542.0,gas_fr_plants
2024-05-20,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4223.0,gas_fr_plants
2024-05-21,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3397.0,gas_fr_plants
2024-05-22,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3147.0,gas_fr_plants
2024-05-23,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4398.0,gas_fr_plants
2024-05-24,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5643.0,gas_fr_plants
2024-05-25,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6551.0,gas_fr_plants
2024-05-26,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6166.0,gas_fr_plants
2024-05-27,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4425.0,gas_fr_plants
2024-05-28,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5922.0,gas_fr_plants
2024-05-29,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4889.0,gas_fr_plants
2024-05-30,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3333.0,gas_fr_plants
2024-05-31,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5562.0,gas_fr_plants
2024-06-01,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4252.0,gas_fr_plants
2024-06-02,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5211.0,gas_fr_plants
2024-06-03,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3853.0,gas_fr_plants
2024-06-04,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5685.0,gas_fr_plants
2024-06-05,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4712.0,gas_fr_plants
2024-06-06,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3572.0,gas_fr_plants
2024-06-07,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4729.0,gas_fr_plants
2024-06-08,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3845.0,gas_fr_plants
2024-06-09,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5379.0,gas_fr_plants
2024-06-10,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6316.0,gas_fr_plants
2024-06-11,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5513.0,gas_fr_plants
2024-06-12,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5735.0,gas_fr_plants
2024-06-13,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5589.0,gas_fr_plants
2024-06-14,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5274.0,gas_fr_plants
2024-06-15,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4911.0,gas_fr_plants
2024-06-16,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3411.0,gas_fr_plants
2024-06-17,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6365.0,gas_fr_plants
2024-06-18,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6733.0,gas_fr_plants
2024-06-19,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5483.0,gas_fr_plants
2024-06-20,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4188.0,gas_fr_plants
2024-06-21,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4352.0,gas_fr_plants
2024-06-22,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3159.0,gas_fr_plants
2024-06-23,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4593.0,gas_fr_plants
2024-06-24,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5551.0,gas_fr_plants
2024-06-25,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6870.0,gas_fr_plants
2024-06-26,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5883.0,gas_fr_plants
2024-06-27,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3083.0,gas_fr_plants
2024-06-28,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3403.0,gas_fr_plants
2024-06-29,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6768.0,gas_fr_plants
2024-06-30,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3442.0,gas_fr_plants
2024-07-01,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5740.0,gas_fr_plants
2024-07-02,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4603.0,gas_fr_plants
2024-07-03,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3299.0,gas_fr_plants
2024-07-04,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4340.0,gas_fr_plants
2024-07-05,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6253.0,gas_fr_plants
2024-07-06,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6451.0,gas_fr_plants
2024-07-07,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6397.0,gas_fr_plants
2024-07-08,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3414.0,gas_fr_plants
2024-07-09,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6212.0,gas_fr_plants
2024-07-10,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5747.0,gas_fr_plants
2024-07-11,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6460.0,gas_fr_plants
2024-07-12,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3457.0,gas_fr_plants
2024-07-13,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4732.0,gas_fr_plants
2024-07-14,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3315.0,gas_fr_plants
2024-07-15,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5317.0,gas_fr_plants
2024-07-16,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5568.0,gas_fr_plants
2024-07-17,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6680.0,gas_fr_plants
2024-07-18,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4673.0,gas_fr_plants
2024-07-19,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4268.0,gas_fr_plants
2024-07-20,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3687.0,gas_fr_plants
2024-07-21,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5917.0,gas_fr_plants
2024-07-22,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3950.0,gas_fr_plants
2024-07-23,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4076.0,gas_fr_plants
2024-07-24,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4312.0,gas_fr_plants
2024-07-25,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4185.0,gas_fr_plants
2024-07-26,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4306.0,gas_fr_plants
2024-07-27,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5345.0,gas_fr_plants
2024-07-28,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5425.0,gas_fr_plants
2024-07-29,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5672.0,gas_fr_plants
2024-07-30,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6028.0,gas_fr_plants
2024-07-31,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3115.0,gas_fr_plants
2024-08-01,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6646.0,gas_fr_plants
2024-08-02,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4353.0,gas_fr_plants
2024-08-03,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6288.0,gas_fr_plants
2024-08-04,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3467.0,gas_fr_plants
2024-08-05,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4268.0,gas_fr_plants
2024-08-06,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4203.0,gas_fr_plants
2024-08-07,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5812.0,gas_fr_plants
2024-08-08,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5394.0,gas_fr_plants
2024-08-09,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3762.0,gas_fr_plants
2024-08-10,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4815.0,gas_fr_plants
2024-08-11,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5657.0,gas_fr_plants
2024-08-12,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4605.0,gas_fr_plants
2024-08-13,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5101.0,gas_fr_plants
2024-08-14,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3104.0,gas_fr_plants
2024-08-15,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5824.0,gas_fr_plants
2024-08-16,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6843.0,gas_fr_plants
2024-08-17,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6836.0,gas_fr_plants
2024-08-18,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4144.0,gas_fr_plants
2024-08-19,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6635.0,gas_fr_plants
2024-08-20,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5013.0,gas_fr_plants
2024-08-21,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6750.0,gas_fr_plants
2024-08-22,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6562.0,gas_fr_plants
2024-08-23,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6973.0,gas_fr_plants
2024-08-24,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6625.0,gas_fr_plants
2024-08-25,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5548.0,gas_fr_plants
2024-08-26,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3472.0,gas_fr_plants
2024-08-27,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4113.0,gas_fr_plants
2024-08-28,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6508.0,gas_fr_plants
2024-08-29,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4691.0,gas_fr_plants
2024-08-30,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4836.0,gas_fr_plants
2024-08-31,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5336.0,gas_fr_plants
2024-09-01,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4311.0,gas_fr_plants
2024-09-02,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5578.0,gas_fr_plants
2024-09-03,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,4211.0,gas_fr_plants
2024-09-04,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6833.0,gas_fr_plants
2024-09-05,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3474.0,gas_fr_plants
2024-09-06,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3116.0,gas_fr_plants
2024-09-07,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,3616.0,gas_fr_plants
2024-09-08,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,5818.0,gas_fr_plants
2024-09-09,France,Blenod-5,Gas,petroineos,2026-06-01 23:10:45.603800,6922.0,gas_fr_plants
